#{"t_start": 1654182247.5087714, "env_id": null}
r,l,t
-2172.0,119,13274.69672
-2369.0,119,13291.705566
-2659.0,119,13308.904945
-2203.0,119,13325.024637
-2546.0,119,13341.532568
-2299.0,119,13357.766103
-2321.0,119,13373.954369
-2131.0,119,13389.445248
-2201.0,119,13404.808547
-2667.0,119,13420.754399
-2243.0,119,13436.305078
-2567.0,119,13452.957057
-2195.0,119,13469.401863
-2430.0,119,13485.548779
-2377.0,119,13501.98612
-2428.0,119,13517.660779
-2569.0,119,13534.103313
-2102.0,119,13550.114737
-2515.0,119,13566.319259
-1792.0,119,13582.043283
-2687.0,119,13598.468149
-2167.0,119,13613.583854
-2246.0,119,13629.631899
-2312.0,119,13644.351415
-2707.0,119,13661.182247
-2421.0,119,13676.802879
-2093.0,119,13692.375926
-2300.0,119,13708.629842
-2891.0,119,13726.377382
-1895.0,119,13741.023769
-2508.0,119,13758.249774
-2210.0,119,13774.841448
-2413.0,119,13790.141118
-2352.0,119,13806.002601
-2401.0,119,13821.07433
-1951.0,119,13836.501822
-2362.0,119,13852.032348
-2482.0,119,13868.632396
-2311.0,119,13884.448293
-2706.0,119,13900.959775
-2025.0,119,13916.288878
-2157.0,119,13931.685706
-2561.0,119,13947.370186
-2444.0,119,13963.631302
-2302.0,119,13978.844661
-2288.0,119,13996.295844
-2660.0,119,14013.560604
-2172.0,119,14028.700255
-2537.0,119,14045.007577
-2349.0,119,14060.779021
-2167.0,119,14076.116693
-3472.0,119,14093.407771
-1586.0,119,14107.659287
-2424.0,119,14124.048163
-2460.0,119,14139.059803
-2112.0,119,14153.707005
-2060.0,119,14168.978041
-1974.0,119,14183.882811
-2096.0,119,14199.972854
-2241.0,119,14215.480631
-2305.0,119,14231.17052
-2356.0,119,14247.365568
-2249.0,119,14263.381606
-2419.0,119,14280.084891
-2039.0,119,14295.486494
-2189.0,119,14310.490793
-2641.0,119,14326.383444
-2323.0,119,14341.83914
-1537.0,119,14356.373314
-2521.0,119,14371.906169
-2456.0,119,14387.642417
-1857.0,119,14402.365627
-2201.0,119,14416.933931
-2366.0,119,14431.909273
-2383.0,119,14447.888294
-1965.0,119,14463.3124
-2337.0,119,14479.175263
-2360.0,119,14495.199733
-2082.0,119,14510.598753
-2342.0,119,14526.789043
-1796.0,119,14541.546461
-2671.0,119,14557.045683
-2738.0,119,14574.104768
-2168.0,119,14589.035056
-2362.0,119,14604.354233
-1973.0,119,14619.425875
-2044.0,119,14634.387364
-2361.0,119,14649.925724
-2501.0,119,14665.959308
-2075.0,119,14681.316246
-2013.0,119,14696.108307
-1667.0,119,14710.345546
-2307.0,119,14726.348866
-2313.0,119,14741.446142
-1963.0,119,14756.339832
-2062.0,119,14771.847131
-2135.0,119,14786.838071
-2028.0,119,14801.488156
-1917.0,119,14816.656117
-1613.0,119,14831.557311
-2190.0,119,14847.347242
-2526.0,119,14862.387224
-2357.0,119,14877.99762
-2288.0,119,14893.593778
-1872.0,119,14907.613205
-2397.0,119,14923.11836
-2090.0,119,14938.315697
-2037.0,119,14953.426163
-2101.0,119,14968.821905
-2109.0,119,14983.386339
-2248.0,119,14998.908759
-1948.0,119,15014.679839
-2287.0,119,15029.946576
-2278.0,119,15045.179277
-2197.0,119,15060.453514
-2388.0,119,15076.085258
-1938.0,119,15090.87226
-2955.0,119,15108.321365
-1873.0,119,15122.95825
-1957.0,119,15137.34756
-2251.0,119,15152.849581
-1852.0,119,15167.54816
-1837.0,119,15183.307291
-2235.0,119,15198.860173
-2049.0,119,15214.490817
-1443.0,119,15229.183658
-2404.0,119,15244.600189
-1968.0,119,15260.424085
-1979.0,119,15275.978838
-1753.0,119,15290.981826
-1797.0,119,15306.325431
-2059.0,119,15322.856389
-2305.0,119,15337.488137
-2036.0,119,15352.323657
-2151.0,119,15367.003705
-2374.0,119,15382.769757
-2331.0,119,15397.860578
-2003.0,119,15413.491356
-2368.0,119,15428.433431
-2366.0,119,15443.242441
-2086.0,119,15459.104946
-2075.0,119,15473.34954
-2547.0,119,15488.56478
-2314.0,119,15504.390465
-2524.0,119,15521.536157
-2071.0,119,15536.353292
-1977.0,119,15552.420983
-2541.0,119,15569.952249
-1969.0,119,15584.294178
-2226.0,119,15599.747553
-2305.0,119,15615.2391
-1472.0,119,15629.621649
-2245.0,119,15644.844675
-2120.0,119,15659.174456
-1956.0,119,15674.786178
-2195.0,119,15689.657695
-2275.0,119,15705.379578
-2222.0,119,15721.709141
-1922.0,119,15737.320149
-1898.0,119,15752.196176
-2045.0,119,15766.513576
-2512.0,119,15784.127074
-2065.0,119,15798.33086
-1760.0,119,15812.475471
-2019.0,119,15827.959897
-2067.0,119,15843.328928
-1693.0,119,15857.155544
-2494.0,119,15872.580465
-1967.0,119,15887.674495
-1562.0,119,15902.958978
-2336.0,119,15918.793177
-2111.0,119,15934.940189
-1966.0,119,15950.813582
-2188.0,119,15965.035704
-1631.0,119,15980.084522
-2546.0,119,15997.698676
-2232.0,119,16012.911487
-1992.0,119,16028.373676
-2047.0,119,16043.610933
-2127.0,119,16059.397782
-1845.0,119,16073.844387
-2230.0,119,16088.568542
-1721.0,119,16104.40835
-2101.0,119,16120.174403
-1804.0,119,16135.69779
-2687.0,119,16152.644312
-1963.0,119,16167.584422
-2372.0,119,16183.98003
-2056.0,119,16199.592925
-2434.0,119,16214.613702
